#   511 0.10247000000000E+01 0   1.9910 0.20000000000000E+01
   1 0.31250000000000E-03 0.20248496245103E-04 0.84806898284210E+00
   2 0.32021875000000E-03 0.20748634102357E-04 0.84806904608094E+00
   3 0.32812815312500E-03 0.21261125364685E-04 0.84806911167485E+00
   4 0.33623291850719E-03 0.21786275161193E-04 0.84806917970412E+00
   5 0.34453787159431E-03 0.22324396164332E-04 0.84806925010715E+00
   6 0.35304795702269E-03 0.22875808761733E-04 0.84806932304874E+00
   7 0.36176824156116E-03 0.23440841255243E-04 0.84806939863351E+00
   8 0.37070391712772E-03 0.24019830056847E-04 0.84806947695248E+00
   9 0.37986030388077E-03 0.24613119887770E-04 0.84806955812066E+00
  10 0.38924285338663E-03 0.25221063983878E-04 0.84806964223135E+00
  11 0.39885715186527E-03 0.25844024305998E-04 0.84806972940721E+00
  12 0.40870892351635E-03 0.26482371755423E-04 0.84806981975065E+00
  13 0.41880403392720E-03 0.27136486394749E-04 0.84806991338492E+00
  14 0.42914849356520E-03 0.27806757674160E-04 0.84807001043002E+00
  15 0.43974846135626E-03 0.28493584663303E-04 0.84807011101834E+00
  16 0.45061024835176E-03 0.29197376288893E-04 0.84807021527261E+00
  17 0.46174032148605E-03 0.29918551578189E-04 0.84807032333545E+00
  18 0.47314530742676E-03 0.30657539908477E-04 0.84807043534087E+00
  19 0.48483199652020E-03 0.31414781262722E-04 0.84807055144237E+00
  20 0.49680734683425E-03 0.32190726491536E-04 0.84807067178580E+00
  21 0.50907848830105E-03 0.32985837581605E-04 0.84807079652995E+00
  22 0.52165272696209E-03 0.33800587930767E-04 0.84807092583368E+00
  23 0.53453754931805E-03 0.34635462629862E-04 0.84807105987475E+00
  24 0.54774062678621E-03 0.35490958751564E-04 0.84807119881946E+00
  25 0.56126982026783E-03 0.36367585646333E-04 0.84807134284769E+00
  26 0.57513318482844E-03 0.37265865245686E-04 0.84807149214686E+00
  27 0.58933897449370E-03 0.38186332372956E-04 0.84807164691751E+00
  28 0.60389564716370E-03 0.39129535061730E-04 0.84807180735703E+00
  29 0.61881186964864E-03 0.40096034882147E-04 0.84807197367150E+00
  30 0.63409652282896E-03 0.41086407275263E-04 0.84807214607587E+00
  31 0.64975870694284E-03 0.42101241895674E-04 0.84807232479912E+00
  32 0.66580774700433E-03 0.43141142962600E-04 0.84807251006470E+00
  33 0.68225319835533E-03 0.44206729619640E-04 0.84807270212061E+00
  34 0.69910485235471E-03 0.45298636303423E-04 0.84807290121509E+00
  35 0.71637274220787E-03 0.46417513121355E-04 0.84807310759804E+00
  36 0.73406714894041E-03 0.47564026238702E-04 0.84807332153971E+00
  37 0.75219860751923E-03 0.48738858275238E-04 0.84807354332141E+00
  38 0.77077791312496E-03 0.49942708711685E-04 0.84807377322342E+00
  39 0.78981612757915E-03 0.51176294306199E-04 0.84807401154291E+00
  40 0.80932458593035E-03 0.52440349521140E-04 0.84807425858981E+00
