  3.125000000000000E-004 -1.977337822608544E-011
  3.202187500000000E-004 -2.127507516631438E-011
  3.281281531250000E-004 -2.289081910882415E-011
  3.362329185071900E-004 -2.462927140563745E-011
  3.445378715943100E-004 -2.649975275018657E-011
  3.530479570226900E-004 -2.851228872762310E-011
  3.617682415611600E-004 -3.067766773204890E-011
  3.707039171277200E-004 -3.300749751320057E-011
  3.798603038807700E-004 -3.551426737454015E-011
  3.892428533866300E-004 -3.821141512720873E-011
  3.988571518652700E-004 -4.111339912540865E-011
  4.087089235163500E-004 -4.423577577199367E-011
  4.188040339272000E-004 -4.759528291087093E-011
  4.291484935652000E-004 -5.120992955225070E-011
  4.397484613562600E-004 -5.509909241251348E-011
  4.506102483517600E-004 -5.928361978548715E-011
  4.617403214860500E-004 -6.378594330288744E-011
  4.731453074267600E-004 -6.863019818189174E-011
  4.848319965202000E-004 -7.384235260566922E-011
  4.968073468342499E-004 -7.945034692920585E-011
  5.090784883010500E-004 -8.548424345785211E-011
  5.216527269620900E-004 -9.197638760051737E-011
  5.345375493180500E-004 -9.896158126230824E-011
  5.477406267862100E-004 -1.064772694048890E-010
  5.612698202678300E-004 -1.145637407762672E-010
  5.751331848284400E-004 -1.232643438847541E-010
  5.893389744937001E-004 -1.326257193755656E-010
  6.038956471637000E-004 -1.426980500550539E-010
  6.188118696486400E-004 -1.535353299039813E-010
  6.340965228289600E-004 -1.651956535210722E-010
  6.497587069428401E-004 -1.777415275489910E-010
  6.658077470043300E-004 -1.912402057511569E-010
  6.822531983553300E-004 -2.057640495380321E-010
  6.991048523547100E-004 -2.213909158723557E-010
  7.163727422078700E-004 -2.382045746352250E-010
  7.340671489404099E-004 -2.562951576903915E-010
  7.521986075192299E-004 -2.757596420524243E-010
  7.707779131249600E-004 -2.967023697496004E-010
  7.898161275791500E-004 -3.192356071701103E-010
  8.093245859303500E-004 -3.434801468876276E-010
  8.293149032028300E-004 -3.695659551937573E-010
  8.497989813119400E-004 -3.976328688083420E-010
  8.707890161503500E-004 -4.278313445038559E-010
  8.922975048492600E-004 -4.603232656599313E-010
  9.143372532190400E-004 -4.952828100739382E-010
  9.369213833735500E-004 -5.328973836799066E-010
  9.600633415428700E-004 -5.733686251789885E-010
  9.837769060789801E-004 -6.169134869701805E-010
  1.008076195659100E-003 -6.637653981754536E-010
  1.032975677691900E-003 -7.141755159899646E-010
  1.058490176930900E-003 -7.684140720730045E-010
  1.084634884301100E-003 -8.267718211915886E-010
  1.111425365943300E-003 -8.895615998858895E-010
  1.138877572482100E-003 -9.571200035111655E-010
  1.167007848522400E-003 -1.029809190646272E-009
  1.195832942380900E-003 -1.108018824543358E-009
  1.225370016057800E-003 -1.192168162027479E-009
  1.255636655454400E-003 -1.282708301043817E-009
  1.286650880844100E-003 -1.380124598897733E-009
  1.318431157601000E-003 -1.484939274160177E-009
  1.350996407193700E-003 -1.597714206181855E-009
  1.384366018451400E-003 -1.719053947223027E-009
  1.418559859107100E-003 -1.849608963352847E-009
  1.453598287627100E-003 -1.990079121486875E-009
  1.489502165331500E-003 -2.141217441265144E-009
  1.526292868815200E-003 -2.303834131874303E-009
  1.563992302674900E-003 -2.478800935463940E-009
  1.602622912551000E-003 -2.667055800443933E-009
  1.642207698491000E-003 -2.869607909709239E-009
  1.682770228643700E-003 -3.087543090756610E-009
  1.724334653291200E-003 -3.322029636694836E-009
  1.766925719227500E-003 -3.574324569361024E-009
  1.810568784492400E-003 -3.845780378111336E-009
  1.855289833469400E-003 -4.137852270425743E-009
  1.901115492356100E-003 -4.452105973197743E-009
  1.948073045017300E-003 -4.790226126522022E-009
  1.996190449229200E-003 -5.154025315005746E-009
  2.045496353325100E-003 -5.545453785000662E-009
  2.096020113252300E-003 -5.966609899863223E-009
  2.147791810049600E-003 -6.419751389312223E-009
  2.200842267757800E-003 -6.907307453173371E-009
  2.255203071771400E-003 -7.431891784413180E-009
  2.310906587644200E-003 -7.996316581304124E-009
  2.367985980359000E-003 -8.603607623823125E-009
  2.426475234073900E-003 -9.257020495122796E-009
  2.486409172355500E-003 -9.960058035077176E-009
  2.547823478912700E-003 -1.071648911943375E-008
  2.610754718841800E-003 -1.153036886530619E-008
  2.675240360397200E-003 -1.240606037131833E-008
  2.741318797299000E-003 -1.334825810897936E-008
  2.809029371592300E-003 -1.436201309069681E-008
  2.878412397070600E-003 -1.545275994939848E-008
  2.949509183278300E-003 -1.662634607494639E-008
  3.022362060105300E-003 -1.788906296356291E-008
  3.097014402989900E-003 -1.924767994840074E-008
  3.173510658743700E-003 -2.070948049208842E-008
  3.251896372014700E-003 -2.228230123586018E-008
  3.332218212403400E-003 -2.397457401470393E-008
  3.414524002249800E-003 -2.579537106373914E-008
  3.498862745105400E-003 -2.775445365833408E-008
  3.585284654909500E-003 -2.986232444870734E-008
  3.673841185885700E-003 -3.213028376968548E-008
  3.764585063177100E-003 -3.457049022760118E-008
  3.857570314237600E-003 -3.719602588917527E-008
  3.952852300999300E-003 -4.002096642202725E-008
  4.050487752833900E-003 -4.306045656290586E-008
  4.150534800328900E-003 -4.633079131836679E-008
  4.253053009897100E-003 -4.984950333340912E-008
  4.358103419241500E-003 -5.363545689655819E-008
  4.465748573696800E-003 -5.770894908552765E-008
  4.576052563467100E-003 -6.209181859601890E-008
  4.689081061784700E-003 -6.680756283720432E-008
  4.804901364010800E-003 -7.188146392191580E-008
  4.923582427701900E-003 -7.734072422733951E-008
  5.045194913666100E-003 -8.321461225321471E-008
  5.169811228033700E-003 -8.953461955982597E-008
  5.297505565366100E-003 -9.633462962758680E-008
  5.428353952830700E-003 -1.036510995438943E-007
  5.562434295465600E-003 -1.115232554918015E-007
  5.699826422563600E-003 -1.199933030889721E-007
  5.840612135200900E-003 -1.291066537053595E-007
  5.984875254940400E-003 -1.389121679734133E-007
  6.132701673737400E-003 -1.494624177970773E-007
  6.284179405078700E-003 -1.608139682652334E-007
  6.439398636384100E-003 -1.730276809816121E-007
  6.598451782702800E-003 -1.861690404385697E-007
  6.761433541735600E-003 -2.003085051855933E-007
  6.928440950216500E-003 -2.155218856764266E-007
  7.099573441686800E-003 -2.318907508218833E-007
  7.274932905696500E-003 -2.495028654296319E-007
  7.454623748467200E-003 -2.684526608777408E-007
  7.638752955054300E-003 -2.888417415473552E-007
  7.827430153044100E-003 -3.107794297317943E-007
  8.020767677824300E-003 -3.343833519455646E-007
  8.218880639466601E-003 -3.597800697796048E-007
  8.421886991261399E-003 -3.871057586876890E-007
  8.629907599945599E-003 -4.165069383461597E-007
  8.843066317664201E-003 -4.481412585065149E-007
  9.061490055710501E-003 -4.821783445580791E-007
  9.285308860086600E-003 -5.188007073379985E-007
  9.514655988930700E-003 -5.582047220718124E-007
  9.749667991857299E-003 -6.006016816978466E-007
  9.990484791256200E-003 -6.462189302291658E-007
  1.023724976560000E-002 -6.953010822356025E-007
  1.049010983481100E-002 -7.481113349917483E-007
  1.074921554773000E-002 -8.049328803334900E-007
  1.101472117175900E-002 -8.660704238018953E-007
  1.128678478470200E-002 -9.318518192290481E-007
  1.156556836888400E-002 -1.002629827540443E-006
  1.185123790759500E-002 -1.078784009216176E-006
  1.214396348391300E-002 -1.160722760569987E-006
  1.244391938196600E-002 -1.248885504779159E-006
  1.275128419070000E-002 -1.343745049428328E-006
  1.306624091021000E-002 -1.445810123225919E-006
  1.338897706069300E-002 -1.555628105512521E-006
  1.371968479409200E-002 -1.673787963219281E-006
  1.405856100850600E-002 -1.800923411046042E-006
  1.440580746541600E-002 -1.937716311829480E-006
