4.225000	-1720.594141
4.240000	-1720.607566
4.255000	-1720.620125
4.270000	-1720.631837
4.285000	-1720.642721
4.300000	-1720.652793
4.315000	-1720.662079
4.330000	-1720.670599
4.345000	-1720.678372
4.360000	-1720.685416
4.375000	-1720.691755
4.390000	-1720.697405
4.405000	-1720.702398
4.420000	-1720.706752
4.435000	-1720.710479
4.450000	-1720.713601
4.465000	-1720.716137
4.480000	-1720.718106
4.495000	-1720.719527
4.510000	-1720.720416
4.525000	-1720.720791
4.540000	-1720.720605
4.555000	-1720.719987
4.570000	-1720.718898
4.585000	-1720.717352
4.600000	-1720.715365
4.615000	-1720.712949
4.630000	-1720.710112
4.645000	-1720.706867
4.660000	-1720.703226
4.675000	-1720.699204
4.690000	-1720.694814
4.705000	-1720.690064
4.720000	-1720.684960
4.735000	-1720.679512
4.750000	-1720.673730
4.765000	-1720.667629
4.780000	-1720.661230
4.795000	-1720.654539
4.810000	-1720.647564
4.825000	-1720.640310
