3.068000	-61523.398123
3.083000	-61523.450995
3.098000	-61523.499893
3.113000	-61523.544901
3.128000	-61523.586412
3.143000	-61523.624590
3.158000	-61523.659284
3.173000	-61523.691013
3.188000	-61523.719517
3.203000	-61523.745299
3.218000	-61523.768225
3.233000	-61523.788457
3.248000	-61523.806076
3.263000	-61523.821410
3.278000	-61523.834253
3.293000	-61523.844907
3.308000	-61523.853274
3.323000	-61523.859832
3.338000	-61523.864404
3.353000	-61523.866798
3.368000	-61523.867696
3.383000	-61523.866635
3.398000	-61523.864159
3.413000	-61523.859941
3.428000	-61523.854131
3.443000	-61523.847043
3.458000	-61523.838281
3.473000	-61523.828607
3.488000	-61523.817654
3.503000	-61523.805409
3.518000	-61523.791994
3.533000	-61523.777150
3.548000	-61523.761721
3.563000	-61523.745177
3.578000	-61523.727626
3.593000	-61523.709285
3.608000	-61523.689951
3.623000	-61523.669992
3.638000	-61523.649311
3.653000	-61523.627406
3.668000	-61523.605256
