6.363000	-190.240849
6.378000	-190.259451
6.393000	-190.276901
6.408000	-190.293226
6.423000	-190.308448
6.438000	-190.322592
6.453000	-190.335681
6.468000	-190.347737
6.483000	-190.358784
6.498000	-190.368844
6.513000	-190.377939
6.528000	-190.386091
6.543000	-190.393323
6.558000	-190.399655
6.573000	-190.405109
6.588000	-190.409706
6.603000	-190.413467
6.618000	-190.416412
6.633000	-190.418561
6.648000	-190.419931
6.663000	-190.420546
6.678000	-190.420422
6.693000	-190.419578
6.708000	-190.418030
6.723000	-190.415798
6.738000	-190.412898
6.753000	-190.409346
6.768000	-190.405159
6.783000	-190.400353
6.798000	-190.394944
6.813000	-190.388947
6.828000	-190.382377
6.843000	-190.375248
6.858000	-190.367575
6.873000	-190.359375
6.888000	-190.350655
6.903000	-190.341432
6.918000	-190.331719
6.933000	-190.321529
6.948000	-190.310874
6.963000	-190.299766
