1 -57.5723 -57.5723 -57.5723 -57.5643 -57.5583 -17.5173 -9.3833 -9.3833 -7.5303 4.3467 7.1077 7.1077 8.6757
2 -57.5723 -57.5723 -57.5723 -57.5643 -57.5583 -17.5183 -9.3903 -9.3793 -7.5223 4.3427 7.0987 7.1157 8.6857
3 -57.5723 -57.5723 -57.5713 -57.5643 -57.5583 -17.5233 -9.4103 -9.3673 -7.4983 4.3297 7.0737 7.1397 8.7147
4 -57.5733 -57.5723 -57.5713 -57.5643 -57.5583 -17.5303 -9.4423 -9.3463 -7.4593 4.3097 7.0337 7.1797 8.7617
5 -57.5733 -57.5723 -57.5713 -57.5643 -57.5583 -17.5403 -9.4853 -9.3183 -7.4073 4.2817 6.9817 7.2347 8.8227
6 -57.5733 -57.5723 -57.5703 -57.5643 -57.5583 -17.5543 -9.5373 -9.2813 -7.3433 4.2487 6.9197 7.3037 8.8967
7 -57.5733 -57.5723 -57.5703 -57.5643 -57.5593 -17.5693 -9.5963 -9.2373 -7.2703 4.2097 6.8507 7.3857 8.9807
8 -57.5733 -57.5723 -57.5703 -57.5643 -57.5593 -17.5883 -9.6613 -9.1853 -7.1883 4.1677 6.7757 7.4787 9.0717
9 -57.5743 -57.5723 -57.5703 -57.5643 -57.5593 -17.6093 -9.7313 -9.1263 -7.0993 4.1227 6.6967 7.5837 9.1687
10 -57.5743 -57.5723 -57.5693 -57.5643 -57.5593 -17.6323 -9.8043 -9.0593 -7.0053 4.0757 6.6147 7.6977 9.2687
11 -57.5743 -57.5723 -57.5693 -57.5643 -57.5593 -17.6573 -9.8793 -8.9853 -6.9063 4.0287 6.5307 7.8197 9.3707
12 -57.5743 -57.5723 -57.5693 -57.5643 -57.5593 -17.6843 -9.9563 -8.9043 -6.8033 3.9817 6.4457 7.9507 9.4737
13 -57.5743 -57.5733 -57.5683 -57.5643 -57.5593 -17.7143 -10.0343 -8.8163 -6.6983 3.9347 6.3607 8.0897 9.5747
14 -57.5743 -57.5733 -57.5683 -57.5643 -57.5603 -17.7443 -10.1123 -8.7223 -6.5903 3.8897 6.2747 8.2347 9.6727
15 -57.5753 -57.5733 -57.5683 -57.5643 -57.5603 -17.7763 -10.1903 -8.6223 -6.4803 3.8477 6.1897 8.3857 9.7647
16 -57.5753 -57.5733 -57.5673 -57.5653 -57.5603 -17.8103 -10.2683 -8.5153 -6.3693 3.8077 6.1047 8.5427 9.8477
17 -57.5753 -57.5733 -57.5673 -57.5653 -57.5603 -17.8443 -10.3463 -8.4033 -6.2573 3.7707 6.0207 8.7057 9.9187
18 -57.5753 -57.5733 -57.5673 -57.5653 -57.5603 -17.8793 -10.4223 -8.2853 -6.1453 3.7377 5.9377 8.8727 9.9727
19 -57.5753 -57.5733 -57.5663 -57.5653 -57.5603 -17.9153 -10.4973 -8.1623 -6.0323 3.7097 5.8557 9.0457 10.0047
20 -57.5753 -57.5733 -57.5663 -57.5663 -57.5603 -17.9523 -10.5713 -8.0343 -5.9203 3.6847 5.7737 9.2227 10.0097
21 -57.5753 -57.5733 -57.5663 -57.5663 -57.5603 -17.9883 -10.6443 -7.9023 -5.8093 3.6657 5.6937 9.4037 9.9817
22 -57.5753 -57.5733 -57.5663 -57.5653 -57.5603 -18.0263 -10.7153 -7.7653 -5.6983 3.6517 5.6137 9.5887 9.9177
23 -57.5763 -57.5733 -57.5673 -57.5653 -57.5603 -18.0633 -10.7843 -7.6233 -5.5893 3.6427 5.5357 9.7767 9.8167
24 -57.5763 -57.5733 -57.5673 -57.5653 -57.5603 -18.1003 -10.8523 -7.4783 -5.4813 3.6397 5.4577 9.6807 9.9697
25 -57.5763 -57.5743 -57.5683 -57.5653 -57.5603 -18.1363 -10.9173 -7.3293 -5.3763 3.6427 5.3807 9.5147 10.1657
26 -57.5763 -57.5743 -57.5683 -57.5643 -57.5603 -18.1733 -10.9813 -7.1773 -5.2723 3.6527 5.3047 9.3247 10.3637
27 -57.5763 -57.5743 -57.5683 -57.5643 -57.5603 -18.2093 -11.0433 -7.0223 -5.1713 3.6687 5.2287 9.1167 10.5647
28 -57.5763 -57.5743 -57.5693 -57.5643 -57.5603 -18.2443 -11.1023 -6.8653 -5.0723 3.6907 5.1537 8.8957 10.7677
29 -57.5763 -57.5743 -57.5693 -57.5633 -57.5603 -18.2793 -11.1603 -6.7053 -4.9763 3.7207 5.0777 8.6677 10.9707
30 -57.5763 -57.5743 -57.5703 -57.5633 -57.5603 -18.3123 -11.2153 -6.5433 -4.8843 3.7567 5.0017 8.4347 11.1727
31 -57.5763 -57.5743 -57.5703 -57.5633 -57.5603 -18.3453 -11.2683 -6.3803 -4.7943 3.7997 4.9257 8.2017 11.3667
32 -57.5763 -57.5743 -57.5713 -57.5623 -57.5603 -18.3773 -11.3193 -6.2163 -4.7093 3.8507 4.8477 7.9697 11.5377
33 -57.5763 -57.5743 -57.5713 -57.5623 -57.5603 -18.4083 -11.3673 -6.0513 -4.6273 3.9087 4.7687 7.7417 11.6307
34 -57.5763 -57.5743 -57.5713 -57.5623 -57.5603 -18.4373 -11.4143 -5.8863 -4.5483 3.9737 4.6877 7.5207 11.5517
35 -57.5763 -57.5753 -57.5723 -57.5623 -57.5603 -18.4663 -11.4573 -5.7213 -4.4743 4.0457 4.6047 7.3077 11.3457
36 -57.5763 -57.5753 -57.5723 -57.5623 -57.5603 -18.4933 -11.4993 -5.5583 -4.4043 4.1247 4.5187 7.1037 11.0987
