#   563 0.10247000000000E+01 1   2.2459 0.50000000000000E+01
   1 0.85616438356164E-04 0.27779582074657E-09 -.33456305196038E+01
   2 0.87731164383562E-04 0.29168841474373E-09 -.33456308442969E+01
   3 0.89898124143836E-04 0.30627577861703E-09 -.33456311897556E+01
   4 0.92118607810188E-04 0.32159265787048E-09 -.33456315502685E+01
   5 0.94393937423100E-04 0.33767553799429E-09 -.33447083516085E+01
   6 0.96725467677451E-04 0.35456272454019E-09 -.33447643372375E+01
   7 0.99114586729084E-04 0.37229444092759E-09 -.33447951146342E+01
   8 0.10156271702129E-03 0.39091292218086E-09 -.33448379732412E+01
   9 0.10407131613172E-03 0.41046251549757E-09 -.33448757641799E+01
  10 0.10664187764017E-03 0.43098978588297E-09 -.33449116006152E+01
  11 0.10927593201788E-03 0.45254362706280E-09 -.33449456656612E+01
  12 0.11197504753873E-03 0.47517537794282E-09 -.33449780654464E+01
  13 0.11474083121293E-03 0.49893894489249E-09 -.33450088782180E+01
  14 0.11757492974389E-03 0.52389093014411E-09 -.33450381814132E+01
  15 0.12047903050857E-03 0.55009076661319E-09 -.33450660430448E+01
  16 0.12345486256213E-03 0.57760085946117E-09 -.33450925537759E+01
  17 0.12650419766741E-03 0.60648673473775E-09 -.33451177647221E+01
  18 0.12962885134980E-03 0.63681719545683E-09 -.33451417495006E+01
  19 0.13283068397814E-03 0.66866448547778E-09 -.33451645567062E+01
  20 0.13611160187240E-03 0.70210446158253E-09 -.33451862479193E+01
  21 0.13947355843864E-03 0.73721677415812E-09 -.33452068790531E+01
  22 0.14291855533208E-03 0.77408505691530E-09 -.33452265058005E+01
  23 0.14644864364878E-03 0.81279712609496E-09 -.33452451658266E+01
  24 0.15006592514691E-03 0.85344518963685E-09 -.33452629071274E+01
  25 0.15377255349803E-03 0.89612606680889E-09 -.33452797800227E+01
  26 0.15757073556944E-03 0.94094141882019E-09 -.33452958142161E+01
  27 0.16146273273800E-03 0.98799799096693E-09 -.33453110588936E+01
  28 0.16545086223663E-03 0.10374078668882E-08 -.33453255418402E+01
  29 0.16953749853387E-03 0.10892887355369E-08 -.33453393066346E+01
  30 0.17372507474766E-03 0.11437641715021E-08 -.33453523828390E+01
  31 0.17801608409393E-03 0.12009639293506E-08 -.33453648009026E+01
  32 0.18241308137105E-03 0.12610242526876E-08 -.33453765902682E+01
  33 0.18691868448091E-03 0.13240881986748E-08 -.33453877817707E+01
  34 0.19153557598759E-03 0.13903059787767E-08 -.33453984000804E+01
  35 0.19626650471449E-03 0.14598353165482E-08 -.33454084749802E+01
  36 0.20111428738093E-03 0.15328418233148E-08 -.33454180258271E+01
  37 0.20608181027924E-03 0.16094993926410E-08 -.33454270761511E+01
  38 0.21117203099314E-03 0.16899906145259E-08 -.33454356498988E+01
  39 0.21638798015867E-03 0.17745072103126E-08 -.33454437676776E+01
  40 0.22173276326859E-03 0.18632504893480E-08 -.33454514460069E+01
  41 0.22720956252132E-03 0.19564318284794E-08 -.33454587064216E+01
  42 0.23282163871560E-03 0.20542731755318E-08 -.33454655640830E+01
  43 0.23857233319188E-03 0.21570075779630E-08 -.33454720379028E+01
  44 0.24446506982171E-03 0.22648797379580E-08 -.33454781415481E+01
  45 0.25050335704631E-03 0.23781465952825E-08 -.33454838892025E+01
  46 0.25669078996536E-03 0.24970779392862E-08 -.33454892972311E+01
  47 0.26303105247750E-03 0.26219570515113E-08 -.33454943769275E+01
  48 0.26952791947369E-03 0.27530813804390E-08 -.33454991407117E+01
  49 0.27618525908469E-03 0.28907632499791E-08 -.33455035994880E+01
  50 0.28300703498409E-03 0.30353306033922E-08 -.33455077646550E+01
  51 0.28999730874819E-03 0.31871277844149E-08 -.33455116468044E+01
  52 0.29716024227427E-03 0.33465163574496E-08 -.33455152554335E+01
  53 0.30450010025845E-03 0.35138759687713E-08 -.33455185976013E+01
  54 0.31202125273483E-03 0.36896052508048E-08 -.33455216812422E+01
  55 0.31972817767738E-03 0.38741227716233E-08 -.33455245164346E+01
  56 0.32762546366601E-03 0.40678680319332E-08 -.33455271077964E+01
  57 0.33571781261856E-03 0.42713025119167E-08 -.33455294628624E+01
  58 0.34401004259024E-03 0.44849107704283E-08 -.33455315863418E+01
  59 0.35250709064222E-03 0.47092015991615E-08 -.33455334839352E+01
  60 0.36121401578108E-03 0.49447092345360E-08 -.33455351605665E+01
  61 0.37013600197088E-03 0.51919946301911E-08 -.33455366191083E+01
  62 0.37927836121956E-03 0.54516467931171E-08 -.33455378644406E+01
  63 0.38864653674168E-03 0.57242841866069E-08 -.33455388994961E+01
  64 0.39824610619920E-03 0.60105562033683E-08 -.33455397258090E+01
  65 0.40808278502232E-03 0.63111447123083E-08 -.33455403467406E+01
  66 0.41816242981237E-03 0.66267656826718E-08 -.33455407631948E+01
  67 0.42849104182874E-03 0.69581708894028E-08 -.33455409767375E+01
  68 0.43907477056191E-03 0.73061497037923E-08 -.33455409868339E+01
  69 0.44991991739479E-03 0.76715309736761E-08 -.33455407945663E+01
  70 0.46103293935444E-03 0.80551849976615E-08 -.33455403995802E+01
  71 0.47242045295649E-03 0.84580255980855E-08 -.33455398009839E+01
  72 0.48408923814452E-03 0.88810122976421E-08 -.33455389975201E+01
  73 0.49604624232669E-03 0.93251526048628E-08 -.33455379868262E+01
  74 0.50829858451216E-03 0.97915044138943E-08 -.33455367672069E+01
  75 0.52085355954961E-03 0.10281178524290E-07 -.33455353357937E+01
  76 0.53371864247048E-03 0.10795341286816E-07 -.33455336892135E+01
  77 0.54690149293950E-03 0.11335217381576E-07 -.33455318235903E+01
  78 0.56040995981511E-03 0.11902092735065E-07 -.33455297344490E+01
  79 0.57425208582254E-03 0.12497317583116E-07 -.33455274175908E+01
  80 0.58843611234236E-03 0.13122309687013E-07 -.33455248667408E+01
  81 0.60297048431721E-03 0.13778557710453E-07 -.33455220767129E+01
  82 0.61786385527985E-03 0.14467624765381E-07 -.33455190406122E+01
  83 0.63312509250526E-03 0.15191152135164E-07 -.33455157518568E+01
  84 0.64876328229014E-03 0.15950863183947E-07 -.33455122022657E+01
  85 0.66478773536271E-03 0.16748567461533E-07 -.33455083839008E+01
  86 0.68120799242617E-03 0.17586165013535E-07 -.33455042875903E+01
  87 0.69803382983909E-03 0.18465650907090E-07 -.33454999044634E+01
  88 0.71527526543612E-03 0.19389119982895E-07 -.33454952235658E+01
  89 0.73294256449239E-03 0.20358771844905E-07 -.33454902343753E+01
  90 0.75104624583535E-03 0.21376916099555E-07 -.33454849252994E+01
  91 0.76959708810748E-03 0.22445977857008E-07 -.33454792841872E+01
  92 0.78860613618374E-03 0.23568503507508E-07 -.33454732976025E+01
  93 0.80808470774748E-03 0.24747166786628E-07 -.33454669518726E+01
  94 0.82804440002884E-03 0.25984775143826E-07 -.33454602322260E+01
  95 0.84849709670955E-03 0.27284276429499E-07 -.33454531234080E+01
  96 0.86945497499828E-03 0.28648765916469E-07 -.33454456086590E+01
  97 0.89093051288074E-03 0.30081493672596E-07 -.33454376708280E+01
  98 0.91293649654889E-03 0.31585872302115E-07 -.33454292916049E+01
  99 0.93548602801365E-03 0.33165485074110E-07 -.33454204517132E+01
 100 0.95859253290558E-03 0.34824094457499E-07 -.33454111308477E+01
 101 0.98226976846835E-03 0.36565651082856E-07 -.33454013077761E+01
 102 0.10065318317495E-02 0.38394303152413E-07 -.33453909598724E+01
 103 0.10313931679937E-02 0.40314406320667E-07 -.33453800635334E+01
 104 0.10568685792432E-02 0.42330534069111E-07 -.33453685939125E+01
 105 0.10829732331505E-02 0.44447488599815E-07 -.33453565250764E+01
 106 0.11097226720093E-02 0.46670312273801E-07 -.33453438294632E+01
 107 0.11371328220079E-02 0.49004299621444E-07 -.33453304784923E+01
 108 0.11652200027115E-02 0.51455009953534E-07 -.33453164419138E+01
 109 0.11940009367785E-02 0.54028280603008E-07 -.33453016881868E+01
 110 0.12234927599169E-02 0.56730240828921E-07 -.33452861842091E+01
 111 0.12537130310869E-02 0.59567326415745E-07 -.33452698952624E+01
 112 0.12846797429547E-02 0.62546295002801E-07 -.33452527849956E+01
 113 0.13164113326057E-02 0.65674242180314E-07 -.33452348154174E+01
 114 0.13489266925211E-02 0.68958618390441E-07 -.33452159466836E+01
 115 0.13822451818263E-02 0.72407246673536E-07 -.33451961372167E+01
 116 0.14163866378174E-02 0.76028341301903E-07 -.33451753433884E+01
 117 0.14513713877715E-02 0.79830527345445E-07 -.33451535197520E+01
 118 0.14872202610495E-02 0.83822861215797E-07 -.33451306186755E+01
 119 0.15239546014974E-02 0.88014852237885E-07 -.33451065905539E+01
 120 0.15615962801544E-02 0.92416485300298E-07 -.33450813835294E+01
