1 -2.686038 -2.614858 -2.2912979999999994 -2.2912979999999994 -0.7882479999999994 1.617522000000001
2 -2.704998 -2.6161579999999987 -2.2888979999999997 -2.2765579999999996 -0.7893479999999986 1.6133820000000014
3 -2.755457999999999 -2.619907999999999 -2.281808 -2.238778 -0.792667999999999 1.601102000000001
4 -2.826497999999999 -2.625788 -2.2703879999999987 -2.1889579999999995 -0.7982579999999988 1.581042
5 -2.9108779999999985 -2.633327999999999 -2.255108 -2.1344779999999997 -0.8061879999999988 1.553802000000001
6 -3.004947999999999 -2.6420579999999987 -2.236478 -2.0791879999999985 -0.8165680000000002 1.5202120000000008
7 -3.106907999999999 -2.651527999999999 -2.2149979999999996 -2.025098 -0.8294879999999996 1.4812720000000006
8 -3.2159579999999988 -2.6613479999999985 -2.1910679999999996 -1.973338 -0.8450479999999985 1.4381520000000005
9 -3.3316679999999987 -2.6712279999999993 -2.165058 -1.9246179999999988 -0.863287999999999 1.3921220000000005
10 -3.4538779999999996 -2.6809279999999998 -2.137257999999999 -1.8794779999999989 -0.8841979999999996 1.3445420000000006
11 -3.582528 -2.6902779999999993 -2.1078979999999987 -1.8383880000000001 -0.9076379999999986 1.2967320000000004
12 -3.717547999999999 -2.6991379999999996 -2.077207999999999 -1.8018479999999997 -0.9333079999999985 1.2499920000000007
13 -3.8589079999999996 -2.707407999999999 -2.045337999999999 -1.7703779999999991 -0.960718 1.2055220000000002
14 -4.006487999999999 -2.715038 -2.012468 -1.7446179999999991 -0.9891379999999987 1.1643220000000003
15 -4.160137999999999 -2.7219679999999986 -1.9787179999999989 -1.7252679999999998 -1.0176079999999992 1.1272220000000015
16 -4.319617999999999 -2.7281779999999998 -1.9442179999999993 -1.7131279999999993 -1.0449179999999991 1.094812000000001
17 -4.484547999999999 -2.7336479999999987 -1.9090879999999988 -1.7089479999999995 -1.069808 1.0674920000000014
18 -4.654547999999999 -2.738377999999999 -1.8734380000000002 -1.7133079999999996 -1.0910979999999988 1.0453920000000014
19 -4.829057999999999 -2.7423779999999987 -1.837387999999999 -1.7263779999999986 -1.1079179999999997 1.0285220000000006
20 -5.007477999999999 -2.745668 -1.8010179999999991 -1.7477979999999995 -1.1199279999999998 1.0167020000000004
21 -5.189118 -2.748258 -1.7767079999999993 -1.7644579999999994 -1.1272979999999997 1.0096520000000009
22 -5.373257999999999 -2.750178 -1.811857999999999 -1.7277879999999985 -1.1306379999999994 1.0070120000000014
23 -5.559098 -2.7514579999999995 -1.851837999999999 -1.691127999999999 -1.130718 1.008362
24 -5.745848 -2.7521379999999986 -1.8952979999999986 -1.6545579999999998 -1.1283279999999998 1.0132820000000002
25 -5.932697999999999 -2.752238 -1.9410479999999986 -1.6181779999999986 -1.1241979999999998 1.0213220000000014
