1 -2.0144 3.8486 3.8486 3.8486 4.8756
2 -2.0134 3.8476 3.8476 3.8496 4.8696
3 -2.0104 3.8426 3.8426 3.8516 4.8536
4 -2.0044 3.8366 3.8366 3.8546 4.8266
5 -1.9974 3.8266 3.8266 3.8596 4.7896
6 -1.9884 3.8146 3.8146 3.8656 4.7456
7 -1.9774 3.8006 3.8006 3.8736 4.6936
8 -1.9644 3.7836 3.7836 3.8826 4.6356
9 -1.9494 3.7656 3.7656 3.8926 4.5716
10 -1.9314 3.7456 3.7456 3.9046 4.5046
11 -1.9124 3.7246 3.7246 3.9176 4.4336
12 -1.8914 3.7016 3.7016 3.9316 4.3606
13 -1.8684 3.6776 3.6776 3.9476 4.2856
14 -1.8434 3.6536 3.6536 3.9646 4.2086
15 -1.8164 3.6276 3.6276 3.9836 4.1306
16 -1.7864 3.6026 3.6026 4.0036 4.0526
17 -1.7564 3.5766 3.5766 3.9736 4.0246
18 -1.7234 3.5506 3.5506 3.8936 4.0476
19 -1.6884 3.5246 3.5246 3.8146 4.0706
20 -1.6514 3.4996 3.4996 3.7356 4.0966
21 -1.6134 3.4746 3.4746 3.6576 4.1226
22 -1.5734 3.4496 3.4496 3.5796 4.1506
23 -1.5314 3.4256 3.4256 3.5016 4.1796
24 -1.4874 3.4016 3.4016 3.4256 4.2096
25 -1.4414 3.3496 3.3786 3.3786 4.2416
26 -1.3944 3.2746 3.3566 3.3566 4.2746
27 -1.3454 3.2006 3.3356 3.3356 4.3086
28 -1.2954 3.1276 3.3156 3.3156 4.3436
29 -1.2434 3.0556 3.2966 3.2966 4.3806
30 -1.1894 2.9856 3.2786 3.2786 4.4176
31 -1.1334 2.9156 3.2626 3.2626 4.4566
32 -1.0774 2.8476 3.2466 3.2466 4.4966
33 -1.0184 2.7806 3.2316 3.2316 4.5376
34 -0.9594 2.7146 3.2186 3.2186 4.5806
35 -0.8984 2.6506 3.2066 3.2066 4.6236
36 -0.8354 2.5866 3.1956 3.1956 4.6686
37 -0.7724 2.5256 3.1856 3.1856 4.7136
38 -0.7074 2.4646 3.1776 3.1776 4.7606
39 -0.6414 2.4056 3.1696 3.1696 4.7146
40 -0.5744 2.3476 3.1636 3.1636 4.6136
41 -0.5064 2.2916 3.1596 3.1596 4.5156
42 -0.4374 2.2366 3.1556 3.1556 4.4196
43 -0.3674 2.1836 3.1536 3.1536 4.3256
44 -0.2974 2.1316 3.1526 3.1526 4.2356
45 -0.2264 2.0816 3.1526 3.1526 4.1476
46 -0.1544 2.0326 3.1536 3.1536 4.0626
47 -0.0824 1.9846 3.1556 3.1556 3.9816
48 -0.0104 1.9386 3.1586 3.1586 3.9036
49 0.0616 1.8946 3.1636 3.1636 3.8286
50 0.1336 1.8516 3.1686 3.1686 3.7576
51 0.2056 1.8106 3.1756 3.1756 3.6906
52 0.2776 1.7706 3.1826 3.1826 3.6276
53 0.3486 1.7316 3.1906 3.1906 3.5696
54 0.4186 1.6946 3.1996 3.1996 3.5146
55 0.4876 1.6596 3.2086 3.2086 3.4646
56 0.5546 1.6256 3.2186 3.2186 3.4196
57 0.6206 1.5936 3.2296 3.2296 3.3796
58 0.6846 1.5626 3.2406 3.2406 3.3436
59 0.7466 1.5336 3.2526 3.2526 3.3136
60 0.8056 1.5066 3.2646 3.2646 3.2886
61 0.8616 1.4806 3.2686 3.2766 3.2766
62 0.9146 1.4556 3.2546 3.2886 3.2886
63 0.9646 1.4326 3.2456 3.3006 3.3006
64 1.0106 1.4116 3.2416 3.3126 3.3126
65 1.0526 1.3916 3.2436 3.3246 3.3246
66 1.0916 1.3736 3.2496 3.3356 3.3356
67 1.1266 1.3576 3.2596 3.3466 3.3466
68 1.1566 1.3426 3.2736 3.3566 3.3566
69 1.1836 1.3286 3.2906 3.3666 3.3666
70 1.2066 1.3166 3.3096 3.3756 3.3756
71 1.2266 1.3066 3.3296 3.3836 3.3836
72 1.2426 1.2976 3.3496 3.3896 3.3896
73 1.2556 1.2906 3.3676 3.3956 3.3956
74 1.2656 1.2856 3.3836 3.4006 3.4006
75 1.2726 1.2816 3.3956 3.4036 3.4036
76 1.2766 1.2786 3.4036 3.4056 3.4056
77 1.2786 1.2786 3.4056 3.4056 3.4056
78 1.2776 1.2786 3.4006 3.4056 3.4076
79 1.2746 1.2796 3.3856 3.4036 3.4136
80 1.2706 1.2806 3.3606 3.4006 3.4236
81 1.2656 1.2816 3.3286 3.3956 3.4366
82 1.2586 1.2836 3.2886 3.3896 3.4536
83 1.2496 1.2856 3.2436 3.3826 3.4736
84 1.2396 1.2876 3.1956 3.3746 3.4976
85 1.2296 1.2896 3.1446 3.3646 3.5256
86 1.2176 1.2906 3.0926 3.3546 3.5556
87 1.2046 1.2916 3.0406 3.3426 3.5886
88 1.1906 1.2906 2.9896 3.3296 3.6256
89 1.1756 1.2896 2.9406 3.3156 3.6646
90 1.1606 1.2856 2.8946 3.3006 3.7056
91 1.1456 1.2806 2.8526 3.2846 3.7496
92 1.1296 1.2726 2.8146 3.2686 3.7966
93 1.1136 1.2626 2.7816 3.2506 3.8446
94 1.0966 1.2496 2.7546 3.2326 3.8946
95 1.0806 1.2326 2.7336 3.2136 3.9466
96 1.0636 1.2126 2.7186 3.1946 4.0006
97 1.0466 1.1896 2.7096 3.1746 4.0556
98 1.0306 1.1636 2.7076 3.1536 4.1116
99 1.0146 1.1356 2.7116 3.1336 4.1696
100 0.9986 1.1036 2.7226 3.1126 4.2276
101 0.9826 1.0696 2.7386 3.0906 4.2876
