3.267000	-323.769153
3.282000	-323.903973
3.297000	-324.029654
3.312000	-324.146545
3.327000	-324.254957
3.342000	-324.355073
3.357000	-324.447205
3.372000	-324.531854
3.387000	-324.608760
3.402000	-324.678386
3.417000	-324.740831
3.432000	-324.796569
3.447000	-324.845667
3.462000	-324.888451
3.477000	-324.924916
3.492000	-324.955481
3.507000	-324.980075
3.522000	-324.999032
3.537000	-325.012535
3.552000	-325.021181
3.567000	-325.024320
3.582000	-325.022412
3.597000	-325.015938
3.612000	-325.004783
3.627000	-324.989245
3.642000	-324.969296
3.657000	-324.945632
3.672000	-324.917651
3.687000	-324.885753
3.702000	-324.850253
3.717000	-324.811411
3.732000	-324.768868
3.747000	-324.723234
3.762000	-324.674199
3.777000	-324.622080
3.792000	-324.567013
3.807000	-324.509122
3.822000	-324.448447
3.837000	-324.385870
3.852000	-324.320150
3.867000	-324.252670
