3.925500	-1319.851395
3.940500	-1319.856256
3.955500	-1319.860776
3.970500	-1319.865048
3.985500	-1319.868940
4.000500	-1319.872504
4.015500	-1319.875706
4.030500	-1319.878691
4.045500	-1319.881379
4.060500	-1319.883765
4.075500	-1319.885880
4.090500	-1319.887819
4.105500	-1319.889381
4.120500	-1319.890799
4.135500	-1319.891902
4.150500	-1319.892763
4.165500	-1319.893411
4.180500	-1319.893849
4.195500	-1319.894015
4.210500	-1319.894048
4.225500	-1319.893887
4.240500	-1319.893495
4.255500	-1319.892841
4.270500	-1319.892052
4.285500	-1319.891081
4.300500	-1319.889980
4.315500	-1319.888696
4.330500	-1319.887252
4.345500	-1319.885642
4.360500	-1319.883826
4.375500	-1319.881882
4.390500	-1319.879812
4.405500	-1319.877638
4.420500	-1319.875231
4.435500	-1319.872725
4.450500	-1319.870117
4.465500	-1319.867385
4.480500	-1319.864484
4.495500	-1319.861488
4.510500	-1319.858412
4.525500	-1319.855169
