1 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7694 -30.5914 -30.5914 -30.3704 -11.6244 -11.6244 -11.6204 -11.6034 -11.6034 -11.6004 -11.5764 -1.7694 -0.3984 -0.3984 2.4716 6.8816 8.9156
2 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7694 -30.5924 -30.5914 -30.3704 -11.6244 -11.6244 -11.6204 -11.6034 -11.6034 -11.6004 -11.5764 -1.7674 -0.4034 -0.3964 2.4746 6.8716 8.8706
3 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7694 -30.5934 -30.5904 -30.3694 -11.6254 -11.6244 -11.6194 -11.6044 -11.6034 -11.6004 -11.5764 -1.7624 -0.4184 -0.3924 2.4856 6.8446 8.7746
4 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7694 -30.5954 -30.5884 -30.3674 -11.6254 -11.6244 -11.6184 -11.6054 -11.6034 -11.5994 -11.5764 -1.7554 -0.4444 -0.3854 2.5036 6.7986 8.6686
5 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7694 -30.5994 -30.5854 -30.3644 -11.6264 -11.6244 -11.6174 -11.6064 -11.6034 -11.5984 -11.5764 -1.7444 -0.4794 -0.3764 2.5266 6.7366 8.5696
6 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7694 -30.6034 -30.5824 -30.3604 -11.6274 -11.6244 -11.6164 -11.6074 -11.6034 -11.5984 -11.5764 -1.7314 -0.5224 -0.3644 2.5556 6.6596 8.4826
7 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7704 -30.6084 -30.5784 -30.3574 -11.6284 -11.6244 -11.6154 -11.6084 -11.6034 -11.5974 -11.5764 -1.7144 -0.5744 -0.3494 2.5876 6.5696 8.4086
8 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7704 -30.6134 -30.5734 -30.3524 -11.6284 -11.6254 -11.6134 -11.6094 -11.6024 -11.5974 -11.5764 -1.6954 -0.6334 -0.3324 2.6226 6.4716 8.3476
9 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7704 -30.6194 -30.5674 -30.3474 -11.6294 -11.6254 -11.6124 -11.6104 -11.6024 -11.5964 -11.5764 -1.6724 -0.6994 -0.3124 2.6596 6.3656 8.2976
10 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7704 -30.6264 -30.5614 -30.3424 -11.6304 -11.6254 -11.6114 -11.6114 -11.6024 -11.5964 -11.5764 -1.6474 -0.7704 -0.2894 2.6956 6.2576 8.2586
11 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7714 -30.6324 -30.5554 -30.3374 -11.6304 -11.6254 -11.6134 -11.6104 -11.6024 -11.5954 -11.5774 -1.6184 -0.8464 -0.2644 2.7306 6.1496 8.2286
12 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7714 -30.6404 -30.5474 -30.3314 -11.6314 -11.6254 -11.6144 -11.6084 -11.6014 -11.5954 -11.5774 -1.5874 -0.9264 -0.2374 2.7616 6.0446 8.2056
13 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7724 -30.6474 -30.5394 -30.3254 -11.6314 -11.6264 -11.6154 -11.6074 -11.6014 -11.5944 -11.5774 -1.5534 -1.0104 -0.2074 2.7886 5.9456 8.1886
14 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7724 -30.6554 -30.5314 -30.3194 -11.6324 -11.6264 -11.6164 -11.6064 -11.6004 -11.5944 -11.5774 -1.5174 -1.0974 -0.1754 2.8086 5.8546 8.1766
15 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7724 -30.6634 -30.5214 -30.3134 -11.6324 -11.6264 -11.6184 -11.6044 -11.6004 -11.5934 -11.5774 -1.4784 -1.1874 -0.1414 2.8216 5.7726 8.1696
16 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7734 -30.6714 -30.5124 -30.3074 -11.6324 -11.6274 -11.6194 -11.6034 -11.5994 -11.5934 -11.5774 -1.4364 -1.2784 -0.1044 2.8266 5.7026 8.1666
17 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7734 -30.6794 -30.5024 -30.3014 -11.6334 -11.6274 -11.6204 -11.6024 -11.5984 -11.5934 -11.5784 -1.3914 -1.3724 -0.0664 2.8206 5.6446 8.1666
18 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7744 -30.6874 -30.4914 -30.2954 -11.6334 -11.6284 -11.6224 -11.6014 -11.5974 -11.5924 -11.5784 -1.4664 -1.3454 -0.0254 2.8056 5.5996 8.1706
19 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7744 -30.6964 -30.4804 -30.2894 -11.6334 -11.6284 -11.6234 -11.6004 -11.5964 -11.5924 -11.5784 -1.5614 -1.2954 0.0166 2.7796 5.5676 8.1776
20 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7754 -30.7044 -30.4694 -30.2834 -11.6344 -11.6294 -11.6244 -11.6004 -11.5954 -11.5924 -11.5784 -1.6574 -1.2444 0.0606 2.7436 5.5486 8.1886
21 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7764 -30.7124 -30.4574 -30.2774 -11.6344 -11.6304 -11.6254 -11.5994 -11.5934 -11.5914 -11.5794 -1.7534 -1.1904 0.1056 2.6996 5.5416 8.2016
22 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7764 -30.7204 -30.4454 -30.2714 -11.6344 -11.6314 -11.6254 -11.5984 -11.5924 -11.5914 -11.5794 -1.8494 -1.1344 0.1526 2.6466 5.5456 8.1226
23 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7774 -30.7284 -30.4334 -30.2664 -11.6344 -11.6324 -11.6264 -11.5984 -11.5914 -11.5904 -11.5794 -1.9444 -1.0764 0.2006 2.5876 5.5586 8.0286
24 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7774 -30.7364 -30.4214 -30.2604 -11.6344 -11.6334 -11.6274 -11.5974 -11.5904 -11.5894 -11.5804 -2.0394 -1.0164 0.2496 2.5226 5.5796 7.9346
25 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7784 -30.7444 -30.4084 -30.2554 -11.6354 -11.6354 -11.6274 -11.5974 -11.5904 -11.5874 -11.5804 -2.1334 -0.9554 0.2996 2.4536 5.6066 7.8416
26 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7784 -30.7524 -30.3964 -30.2504 -11.6364 -11.6354 -11.6284 -11.5964 -11.5904 -11.5854 -11.5804 -2.2264 -0.8924 0.3506 2.3806 5.6396 7.7486
27 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7794 -30.7594 -30.3834 -30.2454 -11.6374 -11.6354 -11.6284 -11.5964 -11.5894 -11.5844 -11.5814 -2.3184 -0.8274 0.4026 2.3066 5.6746 7.6556
28 -201.3804 -201.3804 -201.3684 -201.3684 -201.3684 -61.7804 -30.7674 -30.3714 -30.2404 -11.6394 -11.6354 -11.6294 -11.5954 -11.5894 -11.5824 -11.5814 -2.4074 -0.7614 0.4536 2.2316 5.7136 7.5636
