1 -1.973654 -0.170094 -0.170094 2.119686
2 -1.983704 -0.181174 -0.156794 2.134116
3 -2.013004 -0.213594 -0.117774 2.176536
4 -2.059244 -0.265104 -0.055304 2.244676
5 -2.119394 -0.332634 0.027566 2.335406
6 -2.190294 -0.412894 0.127676 2.445356
7 -2.269114 -0.502834 0.242216 2.571366
8 -2.353504 -0.599824 0.368816 2.710676
9 -2.441584 -0.701734 0.505646 2.860986
10 -2.531934 -0.806834 0.651256 3.020406
11 -2.623424 -0.913814 0.804546 3.187396
12 -2.715214 -1.021624 0.964696 3.360706
13 -2.806654 -1.129464 1.131046 3.539256
14 -2.897244 -1.236704 1.303116 3.722146
15 -2.986594 -1.342844 1.480526 3.908586
16 -3.074394 -1.447494 1.662986 4.097856
17 -3.160394 -1.550354 1.850276 4.289316
18 -3.244414 -1.651184 2.042196 4.482346
19 -3.326294 -1.749784 2.238616 4.676376
20 -3.405904 -1.845994 2.439416 4.870856
21 -3.483144 -1.939694 2.644476 5.065226
22 -3.557934 -2.030784 2.853726 5.258966
23 -3.630214 -2.119184 3.067076 5.451546
24 -3.699924 -2.204824 3.284426 5.642456
25 -3.767024 -2.287644 3.505676 5.831196
26 -3.831484 -2.367614 3.730716 6.017256
27 -3.893264 -2.444684 3.959416 6.200156
28 -3.952364 -2.518834 4.191576 6.379406
29 -4.008764 -2.590044 4.427006 6.554566
30 -4.062454 -2.658284 4.665416 6.725166
31 -4.113434 -2.723544 4.906466 6.890776
32 -4.161724 -2.785824 5.149756 7.051006
33 -4.207324 -2.845094 5.394756 7.205456
34 -4.250244 -2.901344 5.640846 7.353756
35 -4.290504 -2.954584 5.887286 7.495576
36 -4.328144 -3.004804 6.133186 7.630616
37 -4.363184 -3.051984 6.377496 7.758576
38 -4.395654 -3.096144 6.619016 7.879206
39 -4.425604 -3.137264 6.856366 7.992286
40 -4.453064 -3.175344 7.087996 8.097606
41 -4.478074 -3.210384 7.312156 8.194996
42 -4.500694 -3.242394 7.526976 8.284316
43 -4.520974 -3.271344 7.730446 8.365416
44 -4.538944 -3.297264 7.920426 8.438216
45 -4.554674 -3.320124 8.094766 8.502606
46 -4.568194 -3.339944 8.251306 8.558536
47 -4.579544 -3.356714 8.387946 8.605936
48 -4.588784 -3.370444 8.502736 8.644766
49 -4.595934 -3.381114 8.593986 8.674996
50 -4.601014 -3.388734 8.660236 8.696606
51 -4.604054 -3.393314 8.700426 8.709576
52 -4.605064 -3.394834 8.713876 8.713936
53 -4.629294 -3.367394 8.715116 8.715176
54 -4.696304 -3.290744 8.718826 8.718886
55 -4.793944 -3.177014 8.725006 8.725086
56 -4.910864 -3.037594 8.733666 8.733746
57 -5.039104 -2.880394 8.744796 8.744886
58 -5.173674 -2.710444 8.758386 8.758496
59 -5.311474 -2.530814 8.774436 8.774556
60 -5.450574 -2.343434 8.792946 8.793076
61 -5.589734 -2.149544 8.813916 8.814046
62 -5.728144 -1.949954 8.837316 8.837456
63 -5.865244 -1.745214 8.863146 8.863296
64 -6.000634 -1.535704 8.891396 8.891556
65 -6.134054 -1.321694 8.922046 8.922216
66 -6.265294 -1.103384 8.955086 8.955256
67 -6.394204 -0.880904 8.990496 8.990666
68 -6.520684 -0.654354 9.028246 9.028426
69 -6.644644 -0.423814 9.068316 9.068496
70 -6.766034 -0.189334 9.110686 9.110856
71 -6.884784 0.049056 9.155306 9.155476
72 -7.000884 0.291316 9.202156 9.202316
73 -7.114284 0.537446 9.251176 9.251326
74 -7.224984 0.787416 9.302326 9.302476
75 -7.332974 1.041266 9.355556 9.355696
76 -7.438214 1.298916 9.410796 9.410926
77 -7.540714 1.560416 9.467986 9.468106
78 -7.640464 1.825736 9.527056 9.527166
79 -7.737474 2.094896 9.587926 9.588016
80 -7.831744 2.367876 9.650506 9.650576
81 -7.923264 2.644666 9.714686 9.714746
82 -8.012034 2.925256 9.780376 9.780426
83 -8.098074 3.209606 9.847466 9.847486
84 -8.181384 3.497686 9.915806 9.915826
85 -8.261964 3.789436 9.985276 9.985296
86 -8.339824 4.084786 10.055726 10.055756
87 -8.414964 4.383646 10.127006 10.127056
88 -8.487404 4.685896 10.198946 10.199026
89 -8.557134 4.991376 10.271386 10.271486
90 -8.624184 5.299896 10.344136 10.344246
91 -8.688544 5.611206 10.416996 10.417126
92 -8.750224 5.925036 10.489766 10.489906
93 -8.809244 6.241006 10.562226 10.562386
94 -8.865604 6.558686 10.634156 10.634326
95 -8.919324 6.877546 10.705326 10.705506
96 -8.970404 7.196976 10.775496 10.775686
97 -9.018864 7.516246 10.844416 10.844626
98 -9.064714 7.834486 10.911846 10.912056
99 -9.107954 8.150716 10.977536 10.977746
100 -9.148614 8.463776 11.041216 11.041436
101 -9.186704 8.772376 11.102636 11.102856
102 -9.222234 9.075046 11.161556 11.161776
103 -9.255224 9.370196 11.217706 11.217926
104 -9.285674 9.655956 11.270856 11.271066
105 -9.313624 9.930426 11.320746 11.320956
106 -9.339064 10.191526 11.367166 11.367366
107 -9.362024 10.437086 11.409886 11.410086
108 -9.382524 10.664846 11.448706 11.448896
109 -9.400564 10.872576 11.483446 11.483616
110 -9.416174 11.058026 11.513916 11.514076
111 -9.429354 11.219106 11.539966 11.540116
112 -9.440124 11.353856 11.561466 11.561616
113 -9.448484 11.460576 11.578306 11.578446
114 -9.454454 11.537856 11.590406 11.590536
115 -9.458034 11.584666 11.597686 11.597806
116 -9.459224 11.600116 11.600236 11.600346
117 -9.458034 11.592976 11.593186 11.594046
118 -9.454474 11.571586 11.571816 11.575506
