#   567 0.10247000000000E+01 0   1.3210 0.12000000000000E+02
   1 0.78125000000000E-04 0.39642336587044E-05 -.88437733735688E+00
   2 0.80054687500000E-04 0.40621502300744E-05 -.88437728967915E+00
   3 0.82032038281250E-04 0.41624853407572E-05 -.88437724001856E+00
   4 0.84058229626797E-04 0.42652987286739E-05 -.88437718849399E+00
   5 0.86134467898579E-04 0.43706516083548E-05 -.88437713633193E+00
   6 0.88261989255674E-04 0.44786067045334E-05 -.88437708237949E+00
   7 0.90442060390289E-04 0.45892282919203E-05 -.88437702652648E+00
   8 0.92675979281929E-04 0.47025822328847E-05 -.88437696870942E+00
   9 0.94965075970193E-04 0.48187360165869E-05 -.88437690885452E+00
  10 0.97310713346656E-04 0.49377587991712E-05 -.88437684703407E+00
  11 0.99714287966319E-04 0.50597214449410E-05 -.88437678286777E+00
  12 0.10217723087909E-03 0.51846965685500E-05 -.88437671656775E+00
  13 0.10470100848180E-03 0.53127585782366E-05 -.88437664803887E+00
  14 0.10728712339130E-03 0.54439837201253E-05 -.88437657691363E+00
  15 0.10993711533907E-03 0.55784501236227E-05 -.88437650337457E+00
  16 0.11265256208794E-03 0.57162378479349E-05 -.88437642718968E+00
  17 0.11543508037151E-03 0.58574289297337E-05 -.88437634838719E+00
  18 0.11828632685669E-03 0.60021074320003E-05 -.88437626673504E+00
  19 0.12120799913005E-03 0.61503594940753E-05 -.88437618212924E+00
  20 0.12420183670856E-03 0.63022733829452E-05 -.88437609457858E+00
  21 0.12726962207526E-03 0.64579395457956E-05 -.88437600396302E+00
  22 0.13041318174052E-03 0.66174506638622E-05 -.88437591004797E+00
  23 0.13363438732951E-03 0.67809017076127E-05 -.88437581271406E+00
  24 0.13693515669655E-03 0.69483899932905E-05 -.88437571204903E+00
  25 0.14031745506696E-03 0.71200152408564E-05 -.88437560770320E+00
  26 0.14378329620711E-03 0.72958796333608E-05 -.88437549964488E+00
  27 0.14733474362343E-03 0.74760878777820E-05 -.88437538763146E+00
  28 0.15097391179092E-03 0.76607472673683E-05 -.88437527171277E+00
  29 0.15470296741216E-03 0.78499677455193E-05 -.88437515163437E+00
  30 0.15852413070724E-03 0.80438619712450E-05 -.88437502723755E+00
  31 0.16243967673571E-03 0.82425453862423E-05 -.88437489835840E+00
  32 0.16645193675108E-03 0.84461362836280E-05 -.88437476482766E+00
  33 0.17056329958883E-03 0.86547558783694E-05 -.88437462655532E+00
  34 0.17477621308868E-03 0.88685283794553E-05 -.88437448335461E+00
  35 0.17909318555197E-03 0.90875810638486E-05 -.88437433495226E+00
  36 0.18351678723510E-03 0.93120443522668E-05 -.88437418123450E+00
  37 0.18804965187981E-03 0.95420518868334E-05 -.88437402199657E+00
  38 0.19269447828124E-03 0.97777406106475E-05 -.88437385710230E+00
  39 0.19745403189479E-03 0.10019250849320E-04 -.88437368625504E+00
  40 0.20233114648259E-03 0.10266726394521E-04 -.88437350923001E+00
  41 0.20732872580071E-03 0.10520314589596E-04 -.88437332593471E+00
