4.699000	-1589.550984
4.714000	-1589.563128
4.729000	-1589.574388
4.744000	-1589.584805
4.759000	-1589.594408
4.774000	-1589.603224
4.789000	-1589.611290
4.804000	-1589.618632
4.819000	-1589.625275
4.834000	-1589.631248
4.849000	-1589.636580
4.864000	-1589.641293
4.879000	-1589.645410
4.894000	-1589.648954
4.909000	-1589.651954
4.924000	-1589.654425
4.939000	-1589.656386
4.954000	-1589.657865
4.969000	-1589.658875
4.984000	-1589.659435
4.999000	-1589.659568
5.014000	-1589.659286
5.029000	-1589.658607
5.044000	-1589.657548
5.059000	-1589.656123
5.074000	-1589.654347
5.089000	-1589.652235
5.104000	-1589.649803
5.119000	-1589.647062
5.134000	-1589.644025
5.149000	-1589.640705
5.164000	-1589.637116
5.179000	-1589.633262
5.194000	-1589.629164
5.209000	-1589.624826
5.224000	-1589.620259
5.239000	-1589.615478
5.254000	-1589.610487
5.269000	-1589.605296
5.284000	-1589.599919
5.299000	-1589.594358
