3.750000	-56.069073
3.765000	-56.097515
3.780000	-56.124029
3.795000	-56.148677
3.810000	-56.171520
3.825000	-56.192616
3.840000	-56.212024
3.855000	-56.229799
3.870000	-56.245996
3.885000	-56.260667
3.900000	-56.273866
3.915000	-56.285643
3.930000	-56.296047
3.945000	-56.305126
3.960000	-56.312926
3.975000	-56.319495
3.990000	-56.324875
4.005000	-56.329110
4.020000	-56.332243
4.035000	-56.334314
4.050000	-56.335363
4.065000	-56.335429
4.080000	-56.334549
4.095000	-56.332762
4.110000	-56.330103
4.125000	-56.326606
4.140000	-56.322306
4.155000	-56.317236
4.170000	-56.311429
4.185000	-56.304916
4.200000	-56.297728
4.215000	-56.289895
4.230000	-56.281446
4.245000	-56.272410
4.260000	-56.262814
4.275000	-56.252684
4.290000	-56.242048
4.305000	-56.230928
4.320000	-56.219350
4.335000	-56.207336
4.350000	-56.194910
