  3.125000000000000E-004 -4.158514651587034E-009
  3.202187500000000E-004 -4.366483324947822E-009
  3.281281531250000E-004 -4.584852617835494E-009
  3.362329185071900E-004 -4.814142673974869E-009
  3.445378715943100E-004 -5.054899665492381E-009
  3.530479570226900E-004 -5.307697048841494E-009
  3.617682415611600E-004 -5.573136975024839E-009
  3.707039171277200E-004 -5.851851709770022E-009
  3.798603038807700E-004 -6.144505139220428E-009
  3.892428533866300E-004 -6.451794351764396E-009
  3.988571518652700E-004 -6.774451298267766E-009
  4.087089235163500E-004 -7.113244535778079E-009
  4.188040339272000E-004 -7.468981058398102E-009
  4.291484935652000E-004 -7.842508219522169E-009
  4.397484613562600E-004 -8.234715750286175E-009
  4.506102483517600E-004 -8.646537879285217E-009
  4.617403214860500E-004 -9.078955557669842E-009
  4.731453074267600E-004 -9.532998796381146E-009
  4.848319965202000E-004 -1.000974911934331E-008
  4.968073468342499E-004 -1.051034214019469E-008
  5.090784883010500E-004 -1.103597026732620E-008
  5.216527269620900E-004 -1.158788554460137E-008
  5.345375493180500E-004 -1.216740263378658E-008
  5.477406267862100E-004 -1.277590194651207E-008
  5.612698202678300E-004 -1.341483293264446E-008
  5.751331848284400E-004 -1.408571753347455E-008
  5.893389744937001E-004 -1.479015380702369E-008
  6.038956471637000E-004 -1.552981973519461E-008
  6.188118696486400E-004 -1.630647722130418E-008
  6.340965228289600E-004 -1.712197628741482E-008
  6.497587069428401E-004 -1.797825948146281E-008
  6.658077470043300E-004 -1.887736650557270E-008
  6.822531983553300E-004 -1.982143907479482E-008
  6.991048523547100E-004 -2.081272601957664E-008
  7.163727422078700E-004 -2.185358864356785E-008
  7.340671489404099E-004 -2.294650634920688E-008
  7.521986075192299E-004 -2.409408254419883E-008
  7.707779131249600E-004 -2.529905084452073E-008
  7.898161275791500E-004 -2.656428158704377E-008
  8.093245859303500E-004 -2.789278866786753E-008
  8.293149032028300E-004 -2.928773672295832E-008
  8.497989813119400E-004 -3.075244866816519E-008
  8.707890161503500E-004 -3.229041361623568E-008
  8.922975048492600E-004 -3.390529518948397E-008
  9.143372532190400E-004 -3.560094024928513E-008
  9.369213833735500E-004 -3.738138806128467E-008
  9.600633415428700E-004 -3.925087991951572E-008
  9.837769060789801E-004 -4.121386925285366E-008
  1.008076195659100E-003 -4.327503223493848E-008
  1.032975677691900E-003 -4.543927892734755E-008
  1.058490176930900E-003 -4.771176497842664E-008
  1.084634884301100E-003 -5.009790390878530E-008
  1.111425365943300E-003 -5.260338001057951E-008
  1.138877572482100E-003 -5.523416189228906E-008
  1.167007848522400E-003 -5.799651670123107E-008
  1.195832942380900E-003 -6.089702505813395E-008
  1.225370016057800E-003 -6.394259673900284E-008
  1.255636655454400E-003 -6.714048714028639E-008
  1.286650880844100E-003 -7.049831456953063E-008
  1.318431157601000E-003 -7.402407840087410E-008
  1.350996407193700E-003 -7.772617813820208E-008
  1.384366018451400E-003 -8.161343343335200E-008
  1.418559859107100E-003 -8.569510510454070E-008
  1.453598287627100E-003 -8.998091720922028E-008
  1.489502165331500E-003 -9.448108021847215E-008
  1.526292868815200E-003 -9.920631535313321E-008
  1.563992302674900E-003 -1.041678801375377E-007
  1.602622912551000E-003 -1.093775952316766E-007
  1.642207698491000E-003 -1.148478726068266E-007
  1.682770228643700E-003 -1.205917451306074E-007
  1.724334653291200E-003 -1.266228976343846E-007
  1.766925719227500E-003 -1.329556995335890E-007
  1.810568784492400E-003 -1.396052390825082E-007
  1.855289833469400E-003 -1.465873593434410E-007
  1.901115492356100E-003 -1.539186959553843E-007
  1.948073045017300E-003 -1.616167167954095E-007
  1.996190449229200E-003 -1.696997636235739E-007
  2.045496353325100E-003 -1.781870958127123E-007
  2.096020113252300E-003 -1.870989362704692E-007
  2.147791810049600E-003 -1.964565196577956E-007
  2.200842267757800E-003 -2.062821430210201E-007
