4.228000	-82.100669
4.243000	-82.138978
4.258000	-82.175204
4.273000	-82.209386
4.288000	-82.241561
4.303000	-82.271763
4.318000	-82.300031
4.333000	-82.326404
4.348000	-82.350909
4.363000	-82.373587
4.378000	-82.394471
4.393000	-82.413596
4.408000	-82.430996
4.423000	-82.446705
4.438000	-82.460754
4.453000	-82.473179
4.468000	-82.484011
4.483000	-82.493281
4.498000	-82.501023
4.513000	-82.507266
4.528000	-82.512043
4.543000	-82.515383
4.558000	-82.517318
4.573000	-82.517876
4.588000	-82.517088
4.603000	-82.514983
4.618000	-82.511590
4.633000	-82.506939
4.648000	-82.501055
4.663000	-82.493970
4.678000	-82.485707
4.693000	-82.476296
4.708000	-82.465764
4.723000	-82.454137
4.738000	-82.441443
4.753000	-82.427708
4.768000	-82.412957
4.783000	-82.397217
4.798000	-82.380512
4.813000	-82.362868
4.828000	-82.344309
