4.763000	-42.634150
4.778000	-42.649918
4.793000	-42.664823
4.808000	-42.678878
4.823000	-42.692096
4.838000	-42.704490
4.853000	-42.716072
4.868000	-42.726853
4.883000	-42.736847
4.898000	-42.746064
4.913000	-42.754516
4.928000	-42.762214
4.943000	-42.769169
4.958000	-42.775393
4.973000	-42.780896
4.988000	-42.785688
5.003000	-42.789782
5.018000	-42.793186
5.033000	-42.795911
5.048000	-42.797968
5.063000	-42.799368
5.078000	-42.800120
5.093000	-42.800237
5.108000	-42.799725
5.123000	-42.798596
5.138000	-42.796861
5.153000	-42.794529
5.168000	-42.791610
5.183000	-42.788115
5.198000	-42.784054
5.213000	-42.779436
5.228000	-42.774271
5.243000	-42.768570
5.258000	-42.762342
5.273000	-42.755597
5.288000	-42.748345
5.303000	-42.740595
5.318000	-42.732357
5.333000	-42.723641
5.348000	-42.714455
5.363000	-42.704809
